date,1. open,2. high,3. low,4. close,5. volume
2025-12-22,24.15,24.45,24.09,24.3,29049263.0
2025-12-19,24.21,24.28,24.02,24.15,89822259.0
2025-12-18,24.305,24.55,24.23,24.26,31038791.0
2025-12-17,24.105,24.45,24.08,24.36,39455094.0
2025-12-16,24.36,24.39,24.01,24.07,35701968.0
2025-12-15,24.49,24.625,24.22,24.31,37162466.0
2025-12-12,24.39,24.81,24.265,24.58,34207688.0
2025-12-11,24.46,24.7099,24.27,24.3,38931826.0
2025-12-10,24.56,24.6005,24.275,24.39,48955410.0
2025-12-09,24.84,24.99,24.36,24.51,41173038.0
2025-12-08,25.34,25.34,24.69,24.84,40913259.0
2025-12-05,25.36,25.64,25.25,25.28,28075584.0
2025-12-04,25.37,25.56,25.23,25.39,33035153.0
2025-12-03,25.555,25.82,25.31,25.32,29138405.0
2025-12-02,25.83,25.87,25.45,25.52,30839722.0
