Date,Close,High,Low,Open,Volume
1985-07-22,3.2313034534454346,3.231303453445435,3.0158832232157393,3.0158832232157393,59400
1985-07-23,3.2313034534454346,3.339013568560283,3.1954000817404857,3.231303453445435,20800
1985-07-24,3.1594974994659424,3.1954008801416918,3.0876907381144436,3.1954008801416918,32600
1985-07-25,3.195402145385742,3.195402145385742,3.1594987504937677,3.1594987504937677,16600
1985-07-26,3.1594974994659424,3.1954008801416918,3.123594118790193,3.1954008801416918,10400
1985-07-29,3.123594284057617,3.1594976666329924,3.0517875189068677,3.1594976666329924,25000
1985-07-30,3.087689161300659,3.1235925236413644,3.087689161300659,3.1235925236413644,10400
1985-07-31,3.087689161300659,3.087689161300659,3.051785798959954,3.087689161300659,12800
1985-08-01,3.087689161300659,3.087689161300659,2.979979074278543,3.087689161300659,31800
1985-08-02,3.0158843994140625,3.051787785121373,2.979981013706752,3.051787785121373,13000
1985-08-05,3.0158843994140625,3.0158843994140625,2.979981013706752,3.0158843994140625,1200
1985-08-06,2.9799814224243164,3.015884813055935,2.9440780317926984,3.015884813055935,28600
1985-08-07,2.9799814224243164,2.9799814224243164,2.9799814224243164,2.9799814224243164,0
1985-08-08,2.9440770149230957,2.979980393153865,2.9440770149230957,2.979980393153865,600
1985-08-09,2.9799814224243164,2.9799814224243164,2.9799814224243164,2.9799814224243164,400
1985-08-12,2.9081742763519287,2.9081742763519287,2.8363675040963257,2.9081742763519287,3800
1985-08-13,2.9440770149230957,2.9440770149230957,2.908173636692326,2.908173636692326,4400
1985-08-14,2.9081742763519287,2.9081742763519287,2.9081742763519287,2.9081742763519287,1400
1985-08-15,2.8722691535949707,2.8722691535949707,2.8722691535949707,2.8722691535949707,1600
1985-08-16,2.836367130279541,2.8363671302795406,2.8363671302795406,2.8363671302795406,800
1985-08-19,2.800464391708374,2.800464391708374,2.800464391708374,2.800464391708374,5200
1985-08-20,2.836367130279541,2.8363671302795406,2.7645603674876535,2.800463748883597,3000
1985-08-21,2.764559507369995,2.8004628775955798,2.764559507369995,2.8004628775955798,3400
1985-08-22,2.764559507369995,2.8004628775955798,2.728656137144411,2.764559507369995,1600
1985-08-23,2.764559507369995,2.8004628775955798,2.764559507369995,2.764559507369995,21800
1985-08-26,2.764559507369995,2.764559507369995,2.764559507369995,2.764559507369995,0
1985-08-27,2.6568500995635986,2.728656859011264,2.6568500995635986,2.728656859011264,9200
1985-08-28,2.692753314971924,2.692753314971924,2.6209465599060056,2.656849937438965,12400
1985-08-29,2.800464391708374,2.800464391708374,2.6927542227965136,2.6927542227965136,7200
1985-08-30,2.8722691535949707,2.8722691535949707,2.8363657891750336,2.8363657891750336,8400
1985-09-03,2.8722691535949707,2.908172518014908,2.8722691535949707,2.8722691535949707,10200
1985-09-04,2.836367130279541,2.8363671302795406,2.8363671302795406,2.8363671302795406,800
1985-09-05,2.836367130279541,2.8363671302795406,2.7645603674876535,2.8363671302795406,11400
1985-09-06,2.8722691535949707,2.8722691535949707,2.8363657891750336,2.8363657891750336,9800
1985-09-09,2.836367130279541,2.8363671302795406,2.8363671302795406,2.8363671302795406,200
1985-09-10,2.836367130279541,2.8363671302795406,2.800463748883597,2.8363671302795406,9800
1985-09-11,2.800464391708374,2.872271170982948,2.800464391708374,2.836367781345661,5200
1985-09-12,2.800464391708374,2.872271170982948,2.800464391708374,2.800464391708374,5200
