date,1. open,2. high,3. low,4. close,5. volume
2026-03-03,513.61,526.795,513.0,524.32,4199725.0
2026-03-02,509.48,526.16,507.3441,521.0,3826980.0
2026-02-27,509.47,518.76,506.75,517.21,5121285.0
2026-02-26,510.95,519.9,509.01,514.77,4843689.0
2026-02-25,502.82,510.54,502.42,509.39,4139074.0
2026-02-24,493.74,499.25,491.26,498.0,5292852.0
2026-02-23,520.47,522.72,490.0,496.03,6312346.0
2026-02-20,520.25,527.5,518.59,526.41,2838652.0
2026-02-19,524.81,526.53,516.05,520.26,3009722.0
2026-02-18,522.49,530.7595,519.395,527.98,3575919.0
2026-02-17,515.0,525.86,515.0,521.93,3177954.0
2026-02-13,529.06,533.99,516.02,518.36,4017748.0
2026-02-12,539.93,543.0,527.15,527.46,3466526.0
2026-02-11,538.15,540.7,533.11,537.46,3691093.0
2026-02-10,536.27,547.0,535.0,540.39,2222686.0
2026-02-09,543.71,546.555,534.2,535.33,4110267.0
2026-02-06,553.07,556.79,539.8,548.74,3779745.0
2026-02-05,554.85,561.9199,549.95,551.89,4621627.0
2026-02-04,549.73,556.6,541.01,553.52,4448326.0
2026-02-03,554.33,560.11,549.03,550.72,5702084.0
2026-02-02,540.99,557.12,540.945,555.37,4603302.0
2026-01-30,541.01,543.7575,535.23,538.79,4307289.0
2026-01-29,531.79,544.24,520.109,543.73,5488326.0
2026-01-28,521.96,523.8325,518.27,521.37,5483042.0
2026-01-27,527.65,529.1105,519.55,520.41,3669774.0
2026-01-26,526.71,530.39,522.65,527.36,4839678.0
2026-01-23,531.41,532.14,520.16,524.74,5003162.0
2026-01-22,529.92,533.19,523.81,532.86,5114892.0
2026-01-21,533.52,537.4,524.77,527.57,4938103.0
2026-01-20,530.6,536.41,528.51,531.74,4057513.0
2026-01-16,540.24,544.0272,538.68,539.49,3496430.0
2026-01-15,548.52,549.88,538.995,542.65,4005601.0
2026-01-14,544.5,548.59,538.15,546.82,3943984.0
2026-01-13,558.95,558.95,533.7,544.99,8721606.0
2026-01-12,564.03,567.88,555.8901,566.28,3486353.0
2026-01-09,578.11,581.311,575.34,575.54,2221204.0
2026-01-08,577.51,589.67,573.5,580.07,3390208.0
2026-01-07,579.27,585.28,577.62,579.92,3654081.0
2026-01-06,569.0,581.37,567.94,580.34,4056461.0
2026-01-05,559.62,576.26,558.45,568.57,2865206.0
2026-01-02,570.71,570.88,559.49,563.13,3902025.0
2025-12-31,576.56,577.98,570.62,570.88,1736797.0
2025-12-30,576.08,577.78,574.25,577.42,1512854.0
2025-12-29,579.6,581.99,577.41,577.9,1274987.0
2025-12-26,579.75,581.2047,578.68,579.6,972290.0
2025-12-24,577.25,582.29,577.0,579.45,1058898.0
2025-12-23,575.89,581.715,575.75,576.35,1794896.0
2025-12-22,572.23,579.45,571.0,575.7,2500224.0
2025-12-19,566.22,572.94,565.2,572.23,7262282.0
2025-12-18,565.0,569.13,563.04,566.21,2259001.0
2025-12-17,565.52,571.76,563.555,565.47,3287265.0
2025-12-16,570.7,571.0,562.48,566.02,2748858.0
2025-12-15,572.88,573.3,567.16,569.13,2713965.0
2025-12-12,566.0,573.71,565.89,571.93,3515429.0
2025-12-11,542.77,565.13,542.65,563.37,3659909.0
2025-12-10,538.09,544.945,537.5,538.86,3023598.0
2025-12-09,538.71,541.9001,535.916,537.55,1955015.0
2025-12-08,546.72,547.325,537.39,540.44,2409748.0
2025-12-05,541.71,550.44,541.25,545.52,2126670.0
2025-12-04,557.03,559.0,539.56,542.31,2878836.0
2025-12-03,547.32,555.07,546.5005,553.73,2688159.0
2025-12-02,547.28,554.75,541.04,545.91,3076100.0
