<<<<<<< HEAD
date,1. open,2. high,3. low,4. close,5. volume
2026-04-30,332.12,332.5,328.08,329.84,11241056.0
2026-04-29,336.4,341.98,333.79,334.86,16658561.0
2026-04-28,312.2,313.96,308.74,309.3,8839906.0
2026-04-27,307.51,310.815,306.06,309.65,6261475.0
2026-04-24,307.1,309.98,304.5,309.42,5616898.0
2026-04-23,310.495,312.2,305.01,308.88,7274986.0
2026-04-22,311.01,311.36,308.06,311.29,5666602.0
2026-04-21,314.01,316.89,308.82,309.94,6806871.0
2026-04-20,316.4,317.5486,312.35,313.94,5506825.0
2026-04-17,316.6,319.44,315.18,317.02,8082341.0
2026-04-16,316.35,318.0,314.57,315.1,5695849.0
2026-04-15,313.0,316.73,311.52,315.91,4831444.0
2026-04-14,308.47,312.12,307.49,311.37,5571023.0
2026-04-13,303.93,309.75,302.34,309.39,6787248.0
2026-04-10,308.71,309.0,303.51,304.36,5190038.0
2026-04-09,308.0,309.58,303.59,308.29,4811480.0
2026-04-08,307.73,311.08,307.7,308.96,6879288.0
2026-04-07,302.44,304.981,301.12,302.55,4413857.0
2026-04-06,300.74,304.42,299.46,303.33,5501001.0
2026-04-02,297.8,302.4699,295.85,300.8,4376048.0
2026-04-01,305.05,305.05,293.89,298.51,7707556.0
2026-03-31,301.6,303.34,296.585,302.24,10246903.0
2026-03-30,298.73,300.68,295.89,299.54,9330319.0
2026-03-27,304.32,304.59,294.32,295.52,9974411.0
2026-03-26,304.16,307.87,303.0,305.53,7652673.0
2026-03-25,305.48,308.49,302.17,304.91,6280873.0
2026-03-24,302.0,306.035,300.62,303.76,5375944.0
2026-03-23,305.2,307.85,302.85,304.44,7824542.0
2026-03-20,299.85,302.92,299.0101,301.62,14398132.0
2026-03-19,298.04,302.465,297.0322,299.71,6826379.0
2026-03-18,307.41,307.935,298.5,299.02,7191684.0
2026-03-17,311.32,312.69,307.38,308.46,6872151.0
2026-03-16,307.85,311.13,307.38,310.11,6401225.0
2026-03-13,307.59,310.35,306.4201,307.14,4814144.0
2026-03-12,308.14,310.95,306.019,306.5,7514907.0
2026-03-11,313.25,315.08,308.39,308.96,6385139.0
2026-03-10,315.43,317.13,311.45,314.43,5271347.0
2026-03-09,313.46,316.4,310.15,315.97,8381514.0
2026-03-06,316.045,317.69,312.3,317.36,6439709.0
2026-03-05,319.33,322.8,314.77,319.8,8276075.0
2026-03-04,321.44,325.77,319.8,320.47,5257934.0
2026-03-03,315.805,322.04,314.35,320.83,5474282.0
2026-03-02,315.5,322.6,314.595,320.51,6674915.0
2026-02-27,314.46,320.23,311.95,320.14,12412885.0
2026-02-26,314.48,319.42,313.94,316.7,8725506.0
2026-02-25,308.55,313.94,308.25,312.99,7624212.0
2026-02-24,305.5,309.265,303.08,307.22,9120236.0
2026-02-23,319.04,320.515,304.705,306.52,13047966.0
2026-02-20,318.11,322.35,317.82,320.95,6831437.0
2026-02-19,317.49,320.2,315.73,318.93,5967559.0
2026-02-18,319.5,322.28,316.72,320.3,7092280.0
2026-02-17,314.41,321.38,314.41,319.5,8591680.0
2026-02-13,323.83,326.475,312.82,314.08,11653917.0
2026-02-12,328.89,332.24,324.0,324.18,9392613.0
2026-02-11,326.92,331.038,326.42,329.24,8264294.0
2026-02-10,324.71,329.88,324.55,328.17,5801843.0
2026-02-09,330.76,332.82,323.62,325.58,8513414.0
2026-02-06,331.78,335.125,327.1,331.58,7798819.0
2026-02-05,333.0,337.59,328.82,329.13,8339033.0
2026-02-04,327.11,331.31,324.415,329.95,8472261.0
2026-02-03,331.65,335.79,328.87,328.93,9072789.0
2026-02-02,324.83,334.69,324.105,333.84,8502426.0
2026-01-30,332.22,333.0,321.6,321.83,11199090.0
2026-01-29,330.0,333.36,323.51,331.8,10214234.0
2026-01-28,326.73,328.39,324.88,326.98,8105960.0
2026-01-27,328.475,328.93,324.91,325.26,6181006.0
2026-01-26,328.0,332.0,325.03,328.49,7540150.0
2026-01-23,325.86,327.8,324.62,326.18,5667908.0
2026-01-22,326.46,328.39,324.0,326.36,6938702.0
2026-01-21,326.43,328.67,323.0,325.28,8974643.0
2026-01-20,322.225,328.32,321.56,325.82,8269632.0
2026-01-16,326.78,329.25,325.4,328.3,8341619.0
2026-01-15,329.33,331.69,326.37,327.75,8587654.0
2026-01-14,328.66,329.9,323.94,329.17,9388417.0
2026-01-13,337.0,337.52,323.83,327.88,20383504.0
2026-01-12,342.78,346.51,337.32,343.2,13281280.0
2026-01-09,352.16,354.6966,349.155,349.77,4903262.0
2026-01-08,355.0,356.35,349.5,352.23,6357646.0
2026-01-07,357.15,358.28,354.51,355.88,6333895.0
2026-01-06,353.68,358.62,352.0,357.56,6775412.0
2026-01-05,344.5,357.535,344.05,353.8,7592151.0
2026-01-02,349.87,350.05,343.48,346.48,5403770.0
2025-12-31,353.65,355.2,350.69,350.71,3503151.0
2025-12-30,354.0,354.87,352.66,353.62,3366487.0
2025-12-29,355.49,356.55,353.8,354.61,3989891.0
2025-12-26,355.1,356.725,353.71,355.0,2016968.0
2025-12-24,353.38,355.99,353.01,355.14,2023556.0
2025-12-23,352.0,356.38,352.0,353.38,3703221.0
2025-12-22,350.0,353.44,349.59,352.09,5043517.0
2025-12-19,346.05,349.91,346.05,349.25,18623948.0
2025-12-18,345.17,347.53,344.27,346.01,6805017.0
2025-12-17,345.55,347.79,343.68,344.41,7263538.0
2025-12-16,346.0,347.62,343.72,345.11,7269268.0
2025-12-15,347.83,348.45,343.83,346.89,7004647.0
2025-12-12,348.0,349.84,345.97,347.83,6942265.0
2025-12-11,332.6,347.32,330.06,345.63,12953584.0
2025-12-10,326.64,328.76,325.3,325.73,5467541.0
2025-12-09,326.61,328.2254,325.07,326.5,4309978.0
2025-12-08,329.88,331.34,324.71,326.84,5998580.0
2025-12-05,326.83,334.11,326.3972,331.24,5266948.0
=======
Date,Close,High,Low,Open,Volume
2008-03-19,12.441916465759277,15.194552851989206,12.111600099411685,13.10254919845446,708486000
2008-03-20,14.17056655883789,14.3137039341949,12.662122711018565,12.860312793814785,198985200
2008-03-24,13.153189659118652,14.908268987216598,12.992435892105568,14.80697223102273,149566400
2008-03-25,13.928335189819336,14.148546022859959,13.17301196528699,13.340372668818954,87092000
2008-03-26,14.084688186645508,14.19919878918105,13.558384299038927,13.813828895368234,43111600
2008-03-27,13.853463172912598,14.25644855182853,13.796208727178762,14.104504222772896,39829600
2008-03-28,13.820430755615234,13.970174181090353,13.688304599037243,13.954759490824175,24675200
2008-03-31,13.732349395751953,13.978985324311543,13.664083726580545,13.785199531852982,22157200
2008-04-01,13.567188262939453,14.023024576617216,13.280914375321366,13.886494108375528,60410800
2008-04-02,13.723542213439941,13.723542213439941,13.322758472061933,13.591416019153643,43836400
2008-04-03,14.423809051513672,14.597775805041724,13.61343314752333,13.642060790011678,100868000
2008-04-04,14.19919204711914,14.384168298664314,14.038437436069215,14.291680172891727,36394400
2008-04-07,14.322514533996582,14.489875257994214,14.097898515985847,14.335726647970557,28301600
2008-04-08,14.99415111541748,15.02718306823784,14.271860030085257,14.291679873807436,53925600
2008-04-09,14.48767375946045,15.132891694493003,14.448035734506805,15.071232917915255,48324400
2008-04-10,14.558135986328125,14.694667285878964,14.33792518838648,14.56914719825523,22372000
2008-04-11,14.558135986328125,14.70347423933058,14.368754565692305,14.368754565692305,26421600
2008-04-14,14.463444709777832,14.806973003493919,14.430412755364749,14.688058975651813,28443600
2008-04-15,14.17056655883789,14.655031392348128,14.093493104438055,14.597776106190265,23888000
2008-04-16,14.564743995666504,14.743114228307892,14.216810485017009,14.216810485017009,25136800
2008-04-17,14.76293659210205,14.919286104652441,14.536119669950423,14.591172386203754,22459600
2008-04-18,15.194540023803711,15.513844902998772,14.798160046805117,14.976531876491736,104099600
2008-04-21,15.6283597946167,15.965282029320008,15.161512322173731,15.300246192986839,58848000
2008-04-22,15.476417541503906,15.943265126380412,15.414758775215105,15.8375631841172,47357600
2008-04-23,15.432377815246582,15.789118341132436,15.346495712342538,15.623960192459187,37319600
2008-04-24,15.921241760253906,16.07318607217178,15.423564874073737,15.679008532417253,38086800
2008-04-25,16.537830352783203,16.75363767091132,16.275780649433027,16.73602040411004,101460000
2008-04-28,16.6545467376709,17.020097571722474,16.493793750706455,16.84613079070612,132517200
2008-04-29,17.810653686523438,17.810653686523438,15.634971002545678,16.328635545011753,197308400
2008-04-30,18.376596450805664,18.67608336875943,17.85249518442438,17.9251651748269,147543600
2008-05-01,18.806007385253906,19.299279230878376,18.47569110218765,18.583593950901488,116395600
2008-05-02,18.222448348999023,19.268449915859993,17.837079350681822,19.22220583767099,136648800
2008-05-05,18.73113250732422,18.82802580934729,17.797439066264218,18.24446677865656,70377200
2008-05-06,19.275054931640625,19.411586259925794,18.662869053334465,18.821421130033265,75913200
2008-05-07,19.488664627075195,19.783746426291685,19.303688277729186,19.561334627207913,100464800
2008-05-08,19.224401473999023,19.763917204773467,18.924914683342426,19.70886451060975,92836400
2008-05-09,18.246673583984375,19.085676496069226,18.171801011420854,18.896295005560862,94312000
2008-05-12,18.035268783569336,18.603413174512593,17.198466889308314,18.420637767491435,147471600
2008-05-13,18.140968322753906,18.387605067407343,17.79083389497239,18.019853369277286,53249600
2008-05-14,18.107946395874023,18.57479251498353,17.936180450836748,18.34357203525745,51400400
2008-05-15,18.112337112426758,18.262080513811522,17.861296951292736,18.17399586357196,36688800
2008-05-16,18.138763427734375,18.244463666387283,17.8943293157464,18.21363429010727,34066800
2008-05-19,18.34796714782715,18.66066613785609,18.09032086787691,18.11674509346644,45473200
2008-05-20,18.220245361328125,18.462476961679048,18.037471631654757,18.251074746095945,40702000
2008-05-21,17.804044723510742,18.372189050706247,17.731374748621146,18.207030933270943,41831600
2008-05-22,17.024503707885742,17.748997752047263,16.77126252339462,17.742391694027603,85283600
2008-05-23,16.813093185424805,17.02449533850582,16.542234859320214,16.700785214074745,42196400
2008-05-27,17.339397430419922,17.38344059721739,16.3748747585682,16.938613852975596,62776400
2008-05-28,18.0396671295166,18.04627318426396,17.517768643575845,17.680724154285514,52996000
2008-05-29,18.77297019958496,19.147327877576,18.279698491154704,18.37218662147131,100613200
2008-05-30,19.017410278320312,19.281662642101775,18.896293631543067,18.942537711201044,72016000
2008-06-02,18.953548431396484,19.147333381103604,18.629838202169147,18.984377817029994,36856000
2008-06-03,19.281667709350586,19.36754983415328,18.944745268959096,19.160552710819708,48411600
2008-06-04,18.823619842529297,19.40057106080765,18.77957667467308,19.175956785003685,40684400
2008-06-05,19.21118927001953,19.21118927001953,18.847841122545024,19.039425118868863,27059600
2008-06-06,18.420642852783203,18.93593557281703,18.398622097923585,18.916117397466145,41748000
2008-06-09,18.088115692138672,18.70690752695912,17.740182211176048,18.497707930725024,45240000
2008-06-10,17.68511962890625,18.248860126683773,17.530972820963687,17.68291873170293,36048400
2008-06-11,17.119192123413086,17.837080011584433,17.088362736811455,17.837080011584433,56996400
2008-06-12,17.51998519897461,17.786440285717433,17.297573316699484,17.38565636548195,44605600
2008-06-13,17.95378875732422,18.015447521105305,17.64989841579946,17.674121741581356,30689200
2008-06-16,18.33695411682129,18.387603344308168,17.859097043905823,17.94277823018195,34384000
2008-06-17,18.645246505737305,18.713512990597334,18.427238302013183,18.519726427220395,33277600
2008-06-18,18.46687889099121,18.65185516725882,18.374390752857405,18.436049511613277,33724000
2008-06-19,18.557165145874023,18.585793627851306,17.97360781430191,18.383200075755507,36925200
2008-06-20,18.403018951416016,18.607815090024026,18.22244613845548,18.27089278975043,42546800
2008-06-23,17.850284576416016,18.57477821529605,17.841475943958752,18.464672829692546,30141200
2008-06-24,18.202627182006836,18.264285942775732,17.288751943274413,17.63007770612372,49891200
2008-06-25,18.07048988342285,18.59018728072997,18.026448414528762,18.35676447145747,50711600
2008-06-26,17.41867446899414,17.779820057473277,17.180846394607844,17.748990678950065,76562800
2008-06-27,18.189420700073242,18.248878586191097,17.297567528988537,17.352620256095342,176022800
2008-06-30,17.905344009399414,18.24226634736321,17.68293225641087,18.05949261531602,49301200
2008-07-01,17.9273681640625,17.9273681640625,17.440700651197776,17.537593973951026,44921600
2008-07-02,17.489145278930664,18.145374350231393,17.4627210522165,18.03526892538785,33804000
2008-07-03,17.191864013671875,17.575030489590134,17.011291152140213,17.475936261705055,28738800
2008-07-07,16.652347564697266,17.603658511335,16.295605329679727,17.28655430243052,79944400
2008-07-08,17.40987205505371,17.50676538221473,15.91023646371087,16.491593066525528,95796400
2008-07-09,16.7073917388916,17.418671585752715,16.603892408091877,17.396650844749015,55322000
2008-07-10,17.011280059814453,17.09275864033235,16.27137182183597,16.683166520020166,52812000
2008-07-11,16.416717529296875,17.05532757203847,16.29560090459747,16.647937885438584,54645200
2008-07-14,15.982892990112305,16.7756511731498,15.96527573091553,16.75583133653485,42679600
2008-07-15,15.066824913024902,15.703234091158224,14.817987274540792,15.692224557463993,84268800
2008-07-16,15.905821800231934,15.978490064426502,14.646216153198838,15.046999615429863,92448800
2008-07-17,16.529027938842773,16.529027938842773,15.712045784367488,16.22954101083167,67268800
2008-07-18,16.163471221923828,16.40350016025138,15.88160169871996,16.348447466498286,46632000
2008-07-21,15.833160400390625,16.502601583859228,15.760490416904867,16.275784677896517,52937200
2008-07-22,16.306610107421875,16.34624811788444,14.95231337670518,15.326671057682132,65408000
2008-07-23,16.130443572998047,16.515812532079913,15.987306195038288,16.18549628143831,49942800
2008-07-24,15.432377815246582,16.236147808138178,15.405951906631657,16.05777586511968,36625600
2008-07-25,15.846367835998535,15.932249907466176,15.209958803802449,15.533668925522766,38690800
2008-07-28,15.535876274108887,16.207518364381677,15.46981234650643,15.945468593062996,35699200
2008-07-29,16.729412078857422,16.729412078857422,15.637166886523717,15.64157036258896,49040400
2008-07-30,17.275541305541992,17.374637200647953,16.35505984297566,17.011288945410488,76089200
2008-07-31,16.088605880737305,17.20948010052309,15.742874876535629,16.784473047453137,148888800
2008-08-01,15.79572868347168,16.317627444105543,15.491836564544778,16.141459731178085,61715600
2008-08-04,15.965283393859863,16.207514943820645,15.745072588427313,15.802327868260809,42686000
2008-08-05,16.20751953125,16.346253453188282,15.92564988932705,16.11943484813018,34354800
2008-08-06,15.740673065185547,16.033552233117124,15.650385805844415,16.031351334164075,40924000
2008-08-07,15.304656982421875,15.69002604313034,15.269422433292158,15.586526655156515,43847200
2008-08-08,15.987298965454102,16.042351648999105,15.218763973586732,15.364102184506764,36354400
2008-08-11,16.469568252563477,16.846128571975058,15.84416861886668,15.952073135713945,55289200
2008-08-12,16.031349182128906,16.471770844494255,15.987306007847184,16.3396430017244,33734400
2008-08-13,16.303699493408203,16.35662595132524,15.983933303594668,16.043475358438613,29924800
2008-08-14,16.711681365966797,16.713887126277633,16.230928250835298,16.290472001712867,25839200
2008-08-15,16.713884353637695,16.877075257023066,16.502176826475143,16.757989457525028,26003200
2008-08-18,16.52643394470215,16.815326224052527,16.35001017689172,16.67639364259049,25850400
2008-08-19,16.261795043945312,16.5925882806224,16.233126902467138,16.418370307405635,21104800
2008-08-20,16.444843292236328,16.475717209806387,16.244162828030948,16.341194419321567,18118800
2008-08-21,16.40294647216797,16.460284483471025,16.140518105344,16.31032469564186,15544800
2008-08-22,16.3389892578125,16.713889485983156,16.283857019772906,16.619061969254965,20955600
2008-08-25,16.1691837310791,16.515414140640097,16.12728268910913,16.213288851308818,18039600
2008-08-26,16.17359733581543,16.38530667321753,16.06995011089306,16.24637231539097,18667200
2008-08-27,16.418380737304688,16.42940785853288,16.065534730534676,16.105230011452708,19141600
2008-08-28,16.683013916015625,16.71829766996738,16.35663035882526,16.484537542217577,26741200
2008-08-29,16.738149642944336,16.76020220408077,16.473513861799415,16.530851866756198,19326400
2008-09-02,16.53746223449707,17.09099026115238,16.40514522704017,16.943236297533876,29898400
2008-09-03,16.109634399414062,16.614644023993737,15.893515369559774,16.44263177701876,35400800
2008-09-04,15.547286033630371,16.017011942137266,15.381889373698133,15.992753630747059,37670000
2008-09-05,15.825155258178711,15.873671888208994,15.271627215790975,15.430408302252962,40616800
2008-09-08,15.45906925201416,16.383085504763727,15.145918745462254,16.21107330208032,56669600
2008-09-09,14.88349723815918,15.514210122033075,14.815133807233025,15.514210122033075,49882000
2008-09-10,15.225312232971191,15.414967181399842,14.693836888943974,14.83497522044879,43936800
2008-09-11,15.646529197692871,15.736946879811098,14.786467590971709,14.865858151977116,47132000
2008-09-12,15.800902366638184,15.803108127624503,15.271632457599894,15.421592237119032,28240400
2008-09-15,15.300297737121582,15.653145398322588,15.053306393283687,15.141518308583938,38734400
2008-09-16,14.632092475891113,15.20767305118972,14.334378791340598,14.691636222302428,83596400
2008-09-17,14.133697509765625,14.984939265602106,14.116056475073735,14.513007516926185,67536800
2008-09-18,14.753377914428711,14.828356903188253,12.874472328217788,14.157949110303004,84189200
2008-09-19,15.342198371887207,15.692840263294192,14.78426041985509,15.659760585613942,68941600
2008-09-22,14.374077796936035,15.21429260296472,14.312329956834525,15.198855642939343,46266400
2008-09-23,14.753377914428711,14.879079270438362,14.138102324749473,14.521821987962937,43803600
2008-09-24,14.484338760375977,14.934217935081868,14.444643489593043,14.786463970362858,24532400
2008-09-25,14.246164321899414,14.65855390455371,14.232933128419097,14.499772852783035,23895200
2008-09-26,13.681612968444824,13.981532402891863,13.408156766081058,13.833777604487375,51171200
2008-09-29,12.74656867980957,13.337586126223831,12.325358566404345,13.297890861819075,78439200
2008-09-30,13.538267135620117,13.547088492281832,12.433417871891963,12.433417871891963,38720400
2008-10-01,13.520627975463867,13.69484517759676,13.057516752845222,13.39713148118202,27054000
2008-10-02,12.70025634765625,13.560319188491073,12.638508539622231,13.560319188491073,35216000
2008-10-03,12.534859657287598,13.269220278012998,12.417979637949356,13.026638883584367,58355600
2008-10-06,12.212888717651367,12.354027055939362,11.0815754103572,11.780651505080815,87360800
2008-10-07,11.28005599975586,12.44665349253832,11.163175085544253,12.349621058500524,75845600
2008-10-08,11.606432914733887,12.003384652669004,10.530251955748064,10.80811791992742,75210400
2008-10-09,10.993365287780762,12.336386317456324,10.896332874990522,11.862249688963095,42537600
2008-10-10,11.467507362365723,11.897539056704703,10.36486242367671,10.36486242367671,72541600
2008-10-13,12.982535362243652,13.011204353148312,11.818143106280852,12.126883885059325,49433200
2008-10-14,12.704667091369629,13.697046909204428,12.184218874527252,13.67278860127945,53142400
2008-10-15,10.971314430236816,12.34962026318114,10.702268862445727,12.24376647616115,76699200
2008-10-16,11.703469276428223,11.760807264569868,10.594209119795629,11.059525258075212,56062800
2008-10-17,11.51601791381836,12.144524859722479,11.357236857484315,11.357236857484315,35098400
2008-10-20,11.469703674316406,11.868861145412854,11.27343315712695,11.75639181622307,35965600
2008-10-21,11.18080997467041,11.703462978591965,11.090393203179756,11.324153185386987,28995600
2008-10-22,10.697858810424805,11.467505202843055,10.585389418008974,11.019831711240133,40243600
2008-10-23,10.655961036682129,10.927211601251381,10.086996663531135,10.752993492228828,47970000
2008-10-24,10.580978393554688,10.69565354279875,9.645936163181787,9.659167361122662,40798800
2008-10-27,10.27444076538086,10.850021288687115,10.241361096196227,10.367062493096338,41901600
2008-10-28,11.019829750061035,11.374881424869038,10.375884904283243,10.563334979951037,58436000
2008-10-29,11.178608894348145,11.800500283668699,10.918384742362841,11.114656156954181,55994400
2008-10-30,11.963691711425781,12.384901837569721,11.15435112755926,11.15655604620359,74913200
2008-10-31,12.20627498626709,12.367261832902608,11.688032377717755,11.884302975498132,40372800
2008-11-03,11.57556438446045,12.371673148025891,11.447657195971393,12.33197787168454,28425200
2008-11-04,13.189833641052246,13.330972000624454,11.882097213686338,11.9923616622585,73603600
2008-11-05,12.453269004821777,13.055312885600818,12.444447645680057,12.854631592007806,44992000
2008-11-06,11.363853454589844,12.349617864006373,11.189636270501909,12.137910331095064,52092800
2008-11-07,11.798297882080078,12.084985325917781,11.31533982302851,11.566742671336206,30906400
2008-11-10,11.465296745300293,12.195246793584577,11.291078729659578,12.195246793584577,26516800
2008-11-11,11.862249374389648,12.126884214641835,11.105835202950535,11.244768641301853,32392800
2008-11-12,11.434696197509766,12.296441755350342,11.308748886534147,11.589368585185856,42746000
2008-11-13,12.029074668884277,12.060009809248724,11.023705786690453,11.463417017133759,38733600
2008-11-14,11.984882354736328,12.594732173306248,11.589363370156681,11.7351970773949,37410400
2008-11-17,11.657861709594727,11.982673527052619,11.41480578654639,11.735198298125677,29303200
2008-11-18,12.07326602935791,12.170489063545409,11.624717062017217,11.664489968203679,31482800
2008-11-19,11.39712905883789,12.338419267007586,11.322002546982365,11.931852410418221,34948000
2008-11-20,10.63702392578125,11.335258126208256,10.606089632549718,11.094411473753254,50990000
2008-11-21,10.248130798339844,10.959621825228774,9.620604011777642,10.959621825228774,84771200
2008-11-24,10.986144065856934,11.04801266706563,10.115560128238418,10.519917796443329,44853600
2008-11-25,10.944158554077148,11.262341784955716,10.827049916543388,11.127555926641465,44959600
2008-11-26,11.489927291870117,11.489927291870117,10.650278927581894,10.785064747984507,27670000
2008-11-28,11.613669395446777,11.653442302234662,11.306533983496694,11.425852703860352,10610000
2008-12-01,10.617135047912598,11.299901945706686,10.533169954830583,11.268967659543861,30951600
2008-12-02,10.977307319641113,10.994983704607352,10.502242357034596,10.758556260769675,26573200
2008-12-03,11.587154388427734,11.65565236453405,10.630397011787277,10.632606243256847,36399600
2008-12-04,11.22698974609375,11.655652294820758,11.096623174862364,11.47446497112919,30484400
2008-12-05,11.750665664672852,11.814744336753627,10.716571671045415,10.992771971845555,40991600
2008-12-08,12.409124374389648,12.742773894117853,11.92522185636237,12.020234806548437,53093600
2008-12-09,11.827998161315918,12.470992251163198,11.732985216519223,12.263289985482343,32127200
2008-12-10,11.746244430541992,11.898706668113963,11.257922581181537,11.744035199372668,30186800
2008-12-11,11.509815216064453,12.062215637563234,11.428060189693555,11.578313171772916,29928400
2008-12-12,11.699845314025879,11.911966950061773,11.158492537205905,11.16070176881408,25100000
2008-12-15,11.655652046203613,11.88103158028251,11.43911112355441,11.668909963348153,21858800
2008-12-16,12.101991653442383,12.104200884823284,11.653442665342702,11.777179852185997,30714400
2008-12-17,12.232357025146484,12.373771420806582,11.945108928599875,11.995929674359205,24687600
2008-12-18,12.086524963378906,12.415755239880715,11.947319780005506,12.234567915507387,30374800
2008-12-19,12.146183967590332,12.424593483186875,11.883240757580758,12.044541622404456,35585200
2008-12-22,11.876611709594727,12.205842805069974,11.706472240700412,12.121877686274887,14083600
2008-12-23,11.85451602935791,12.020236192808973,11.737406540682981,11.825790965015416,10670400
2008-12-24,11.686591148376465,11.876617157764167,11.633561143787219,11.80811915536494,6529600
2008-12-26,11.766132354736328,11.812533801164097,11.474464915909786,11.662280775962984,6476400
2008-12-29,11.527495384216309,11.841259365173503,11.474465398325455,11.721940632574439,13801600
2008-12-30,11.266762733459473,11.534124415038193,11.107671094815949,11.534124415038193,17095200
2008-12-31,11.589365005493164,11.660072216380083,11.180588046975686,11.18279812144515,16371600
2009-01-02,11.80811595916748,11.867775330354446,11.542964322198522,11.693216523129234,13199200
2009-01-05,11.892084121704102,12.219105287741948,11.710896730289845,11.710896730289845,16600000
2009-01-06,12.729516983032227,12.811272019262596,12.04233064095124,12.04233064095124,32506400
2009-01-07,12.453315734863281,12.8046424506941,12.371560705224818,12.52623215510943,28441600
2009-01-08,12.3207426071167,12.440061338969143,11.770552081735577,12.375982667096931,34683600
2009-01-09,12.289807319641113,12.442270412374175,12.104200699324256,12.378191745657276,16702400
2009-01-12,11.702054977416992,12.406918734833011,11.613671380589082,12.2168927794531,31520400
2009-01-13,11.741825103759766,11.786017313131733,11.381659735288215,11.655650759077385,23133200
2009-01-14,11.262344360351562,11.624719040254154,11.096624170671976,11.492142382772602,25246800
2009-01-15,10.911015510559082,11.235826449207847,10.495610075760133,11.131975722680348,47446400
2009-01-16,10.475722312927246,10.92648129158074,9.989609738471295,10.833677575789157,69204800
2009-01-20,9.373137474060059,10.254769625599812,9.293592457522102,10.175223766165029,59766000
2009-01-21,9.762024879455566,9.976356612914085,9.435003778208511,9.545483914152646,50503200
2009-01-22,9.762024879455566,10.093465287287975,9.5521124525824,9.67364043354164,31927600
2009-01-23,9.792954444885254,9.821679502344756,9.231715423517866,9.4327891399421,22617200
2009-01-26,9.410696029663086,9.99624096389278,9.395228881323105,9.78853781264783,24009200
2009-01-27,9.755392074584961,9.764229840993993,9.42174173793085,9.60955839263373,26436000
2009-01-28,10.43374252319336,10.491191813180892,9.998450592320195,10.144284313100059,32089600
2009-01-29,10.223833084106445,10.63040006592355,9.998453479120117,10.15091578121529,26097600
2009-01-30,10.904387474060059,10.904387474060059,10.354196950136068,10.396179092167147,30315200
2009-02-02,11.0413818359375,11.04580114123403,10.504448464405497,10.663539240599064,28544000
2009-02-03,10.692264556884766,11.257923004796863,10.648072345768828,11.09441207653679,28953600
2009-02-04,10.855775833129883,11.101041811933904,10.729828575294793,10.796116472645418,33166400
2009-02-05,11.874406814575195,12.174912112560488,11.379455374964357,11.5429663667607,96728400
2009-02-06,12.243406295776367,12.373772865034551,11.86114519948626,11.92080456266167,45907600
2009-02-09,12.223519325256348,12.451108082544495,12.064427696839433,12.267711537916195,31874400
2009-02-10,11.898707389831543,12.373772195198598,11.845677409588356,12.18153704174845,38071600
2009-02-11,12.167698860168457,12.227474775687062,11.844466882513569,11.977301687303962,23668000
2009-02-12,12.486505508422852,12.530783219918089,11.755911445146467,12.017153996775784,34827600
2009-02-13,12.38687801361084,12.829661850776246,12.234117049281162,12.603841992476712,40788000
2009-02-17,12.010509490966797,12.220831945892327,11.88210179517582,12.107921614139158,35581600
2009-02-18,12.431158065795898,12.594987632365557,12.010513031929458,12.081358386858485,36329200
2009-02-19,12.31602954864502,12.818589177918136,12.285034823018622,12.608266739612384,35102400
2009-02-20,12.322672843933105,12.417871426362115,12.065858279472838,12.09906740154549,42908000
2009-02-23,12.010509490966797,12.583914493994675,11.952947973761084,12.406801158889017,31967200
2009-02-24,12.475431442260742,12.614908555777118,11.868818195996038,12.03043415852767,43590800
2009-02-25,12.269543647766113,12.519716832272483,12.207554160984982,12.422304660967358,34394800
